"yr","r","g","m","Val"
"2001","nj","air","trn",0.0250114357101108
"2001","nj","pip","trn",0.0979002122687903
"2001","nj","trn","trn",0.113509133157807
"2001","nj","wtt","trn",0.118635710800665
"2001","nj","mvt","trd",1.06294468296252
"2001","nj","ott","trd",5.64250079552127
"2001","nj","fbt","trd",1.62052308248874
"2001","nj","gmt","trd",1.3459021214976
"2001","nm","wht","trd",0.931487408825763
"2001","nm","trk","trn",0.229823359879367
"2001","nm","otr","trn",0.00221534206154103
"2001","nm","air","trn",0.00289646278294419
"2001","nm","pip","trn",0.0321910944563991
"2001","nm","trn","trn",0.0495281632117265
"2001","nm","wtt","trn",0.00664606459306152
"2001","nm","mvt","trd",0.118725381923176
"2001","nm","ott","trd",0.630237934944077
"2001","nm","fbt","trd",0.181003983525813
"2001","nm","gmt","trd",0.150330253274007
"2001","nv","wht","trd",0.971117930120551
"2001","nv","trk","trn",0.218175555140325
"2001","nv","otr","trn",0.00210306508596917
"2001","nv","air","trn",0.0027496655515951
"2001","nv","pip","trn",0.0162546688552916
"2001","nv","trn","trn",0.0470179989948409
"2001","nv","wtt","trn",0.00665861076065378
"2001","nv","mvt","trd",0.123776602940183
"2001","nv","ott","trd",0.657051671410005
"2001","nv","fbt","trd",0.188704873688787
"2001","nv","gmt","trd",0.156726116757698
"2001","ny","wht","trd",16.5432749686766
"2001","ny","trk","trn",3.5987576150033
"2001","ny","otr","trn",0.0346895942953432
"2001","ny","air","trn",0.0453551262246162
"2001","ny","pip","trn",0.182029999493381
"2001","ny","trn","trn",0.519263099578567
"2001","ny","wtt","trn",0.215131098449341
"2001","ny","mvt","trd",2.1085702504473
"2001","ny","ott","trd",11.1930653647955
"2001","ny","fbt","trd",3.21464213205853
"2001","ny","gmt","trd",2.66987475349535
"2001","oh","wht","trd",10.8656008332304
"2001","oh","trk","trn",2.61226230421919
"2001","oh","otr","trn",0.0251804453705335
"2001","oh","air","trn",0.032922330207993
"2001","oh","pip","trn",0.365715921311451
"2001","oh","trn","trn",0.562956497647236
"2001","oh","wtt","trn",0.156159130195815
"2001","oh","mvt","trd",1.38490611523806
"2001","oh","ott","trd",7.35159033410258
"2001","oh","fbt","trd",2.11137264506381
"2001","oh","gmt","trd",1.75357016075278
"2001","ok","wht","trd",2.57043642921538
"2001","ok","trk","trn",0.628849044403821
"2001","ok","otr","trn",0.00606168032335314
"2001","ok","air","trn",0.00792538171124881
"2001","ok","pip","trn",0.0880821644842602
"2001","ok","trn","trn",0.135520332324438
"2001","ok","wtt","trn",0.00471700692747517
"2001","ok","mvt","trd",0.327622299428122
"2001","ok","ott","trd",1.73913950065722
"2001","ok","fbt","trd",0.499479894928861
"2001","ok","gmt","trd",0.414835837572725
"2001","or","wht","trd",2.37098190265784
"2001","or","trk","trn",0.511580833748629
"2001","or","otr","trn",0.00493129392711186
"2001","or","air","trn",0.00644745097364445
"2001","or","pip","trn",0.0201490368284584
"2001","or","trn","trn",0.110248405746017
"2001","or","wtt","trn",0.0305819281218447
"2001","or","mvt","trd",0.302200254409068
"2001","or","ott","trd",1.60418994820827
"2001","or","fbt","trd",0.460722458706851
"2001","or","gmt","trd",0.382646406765668
"2001","pa","wht","trd",9.71362607685228
"2001","pa","trk","trn",2.36624118537765
"2001","pa","otr","trn",0.0228089678458679
"2001","pa","air","trn",0.0298217271408511
"2001","pa","pip","trn",0.331436689225569
"2001","pa","trn","trn",0.509937630749149
"2001","pa","wtt","trn",0.141452167626993
"2001","pa","mvt","trd",1.23807789016386
"2001","pa","ott","trd",6.57217218557103
"2001","pa","fbt","trd",1.88752418737133
"2001","pa","gmt","trd",1.56765604613272
"2001","ri","wht","trd",0.920444162245913
"2001","ri","trk","trn",0.20423664355689
"2001","ri","otr","trn",0.00196870338688387
"2001","ri","air","trn",0.0025739935108706
"2001","ri","pip","trn",0.00867952325558146
"2001","ri","trn","trn",0.0307034223423633
"2001","ri","wtt","trn",0.01220911719334
"2001","ri","mvt","trd",0.117317833463109
"2001","ri","ott","trd",0.622766150727115
"2001","ri","fbt","trd",0.178858091264606
"2001","ri","gmt","trd",0.148548013342918
"2001","sc","wht","trd",2.70585793302349
"2001","sc","trk","trn",0.588578551337068
"2001","sc","otr","trn",0.0056734999522342
"2001","sc","air","trn",0.00741785286613974
"2001","sc","pip","trn",0.038333893891265
"2001","sc","trn","trn",0.126841825691023
"2001","sc","wtt","trn",0.033869771611406
"2001","sc","mvt","trd",0.344882833073442
"2001","sc","ott","trd",1.83076475302068
"2001","sc","fbt","trd",0.525794616321846
"2001","sc","gmt","trd",0.436691150670176
"2001","sd","wht","trd",0.808962725048371
"2001","sd","trk","trn",0.18098274810473
"2001","sd","otr","trn",0.00174455153079366
"2001","sd","air","trn",0.00228092476985572
"2001","sd","pip","trn",0.0131139834166453
"2001","sd","trn","trn",0.0390027501614408
"2001","sd","wtt","trn",0.000360467341188612
"2001","sd","mvt","trd",0.103108649223777
"2001","sd","ott","trd",0.547338581767759
"2001","sd","fbt","trd",0.157195335514235
"2001","sd","gmt","trd",0.130556323352837
"2001","tn","wht","trd",3.8954976291614
"2001","tn","trk","trn",0.876397660560435
"2001","tn","otr","trn",0.00844788189109577
"2001","tn","air","trn",0.0110452358202625
"2001","tn","pip","trn",0.0731570840208565
"2001","tn","trn","trn",0.188868383063394
"2001","tn","wtt","trn",0.0523904112376922
"2001","tn","mvt","trd",0.496511750369267
"2001","tn","ott","trd",2.63566673915338
"2001","tn","fbt","trd",0.756962017964821
"2001","tn","gmt","trd",0.628683908844621
"2001","tx","wht","trd",32.4427412020849
"2001","tx","trk","trn",9.42847140655737
"2001","tx","otr","trn",0.0908841002670358
"2001","tx","air","trn",0.11882698322521
"2001","tx","pip","trn",1.32063517732601
"2001","tx","trn","trn",2.03188601413791
"2001","tx","wtt","trn",0.563627125632086
"2001","tx","mvt","trd",4.13508202403706
"2001","tx","ott","trd",21.9505341944474
"2001","tx","fbt","trd",6.30418118209131
"2001","tx","gmt","trd",5.23584694285951
"2001","ut","wht","trd",1.31014507892068
"2001","ut","trk","trn",0.32282364505334
"2001","ut","otr","trn",0.00311180203666869
"2001","ut","air","trn",0.00406854496358502
"2001","ut","pip","trn",0.0296887249933154
"2001","ut","trn","trn",0.0695702220574913
"2001","ut","wtt","trn",0.00421636161710331
"2001","ut","mvt","trd",0.166988274233047
"2001","ut","ott","trd",0.886435094229561
"2001","ut","fbt","trd",0.254583664829485
"2001","ut","gmt","trd",0.211440798526866
"2001","va","wht","trd",6.7195631618177
"2001","va","trk","trn",1.55736811571012
"2001","va","otr","trn",0.0150119774327834
"2001","va","air","trn",0.0196275034394503
"2001","va","pip","trn",0.0903922534800739
"2001","va","trn","trn",0.335621158163021
"2001","va","wtt","trn",0.0930983270520683
"2001","va","mvt","trd",0.856461069881123
"2001","va","ott","trd",4.54640993609226
"2001","va","fbt","trd",1.30572639878787
"2001","va","gmt","trd",1.08445226681072
"2001","vt","wht","trd",0.349349006797649
"2001","vt","trk","trn",0.0779761415557799
"2001","vt","otr","trn",0.000751637371744408
"2001","vt","air","trn",0.000982732965406366
"2001","vt","pip","trn",0.00313254857739507
"2001","vt","trn","trn",0.0168042755428452
"2001","vt","wtt","trn",0.0046613567181631
"2001","vt","mvt","trd",0.044527273115606
"2001","vt","ott","trd",0.236367120513701
"2001","vt","fbt","trd",0.0678845052246847
"2001","vt","gmt","trd",0.0563804987327929
"2001","wa","wht","trd",6.93005248279482
"2001","wa","trk","trn",1.59517510628021
"2001","wa","otr","trn",0.0153764113026658
"2001","wa","air","trn",0.0201039847735447
"2001","wa","pip","trn",0.0504815099040498
"2001","wa","trn","trn",0.343768766832925
"2001","wa","wtt","trn",0.0953584013000527
"2001","wa","mvt","trd",0.883289586066072
"2001","wa","ott","trd",4.68882555408502
"2001","wa","fbt","trd",1.34662808487134
"2001","wa","gmt","trd",1.1184225734774
"2001","wi","wht","trd",5.41683642727656
"2001","wi","trk","trn",1.27709630290834
"2001","wi","otr","trn",0.0123103463371018
"2001","wi","air","trn",0.0160952390285794
"2001","wi","pip","trn",0.0693820537794701
"2001","wi","trn","trn",0.275221083534492
"2001","wi","wtt","trn",0.0200762405267207
"2001","wi","mvt","trd",0.690418321869207
"2001","wi","ott","trd",3.66499404233515
"2001","wi","fbt","trd",1.05258424553561
"2001","wi","gmt","trd",0.874208694976223
"2001","wv","wht","trd",0.522035171908172
"2001","wv","trk","trn",0.145143875989487
"2001","wv","otr","trn",0.00139908899436237
"2001","wv","air","trn",0.001829247623899
"2001","wv","pip","trn",0.0203301362585507
"2001","wv","trn","trn",0.0312792815445881
"2001","wv","wtt","trn",0.00867659476276915
"2001","wv","mvt","trd",0.0665374803511935
"2001","wv","ott","trd",0.353205384843934
"2001","wv","fbt","trd",0.101440389596974
"2001","wv","gmt","trd",0.0842498555185246
"2001","wy","wht","trd",0.264309447090077
"2001","wy","trk","trn",0.0861844182810735
"2001","wy","otr","trn",0.000830759618899161
"2001","wy","air","trn",0.00108618184048764
"2001","wy","pip","trn",0.0120717526321611
"2001","wy","trn","trn",0.0185732030772384
"2001","wy","wtt","trn",0.00447559513284363
"2001","wy","mvt","trd",0.033688313716694
"2001","wy","ott","trd",0.178829942886989
"2001","wy","fbt","trd",0.0513598598902346
"2001","wy","gmt","trd",0.0426561923943261
"2002","ak","wht","trd",0.844874340849559
"2002","ak","trk","trn",0.297702645893741
"2002","ak","otr","trn",0.00346557616289851
"2002","ak","air","trn",0.00326304505532676
"2002","ak","pip","trn",0.0400945472102389
"2002","ak","trn","trn",0.000311907310376845
"2002","ak","wtt","trn",0.0160733862915901
"2002","ak","mvt","trd",0.156773715143748
"2002","ak","ott","trd",0.6646072944321
"2002","ak","fbt","trd",0.183813970677664
"2002","ak","gmt","trd",0.156199909957659
"2002","al","wht","trd",3.38166219253938
"2002","al","trk","trn",0.804253774055618
"2002","al","otr","trn",0.00936237130147358
"2002","al","air","trn",0.00881522665941222
"2002","al","pip","trn",0.108316776346003
"2002","al","trn","trn",0.171749911308051
"2002","al","wtt","trn",0.0434227970935777
"2002","al","mvt","trd",0.539479710060523
"2002","al","ott","trd",2.28700423521626
"2002","al","fbt","trd",0.632528912868686
"2002","al","gmt","trd",0.537505168249491
"2002","ar","wht","trd",2.28743472661305
"2002","ar","trk","trn",0.566004690187198
"2002","ar","otr","trn",0.00658889798077791
"2002","ar","air","trn",0.00620383738969623
"2002","ar","pip","trn",0.0762294258547749
"2002","ar","trn","trn",0.12087136980332
"2002","ar","wtt","trn",0.00613757300210785
"2002","ar","mvt","trd",0.364916586233268
"2002","ar","ott","trd",1.54698269953937
"2002","ar","fbt","trd",0.427857224791616
"2002","ar","gmt","trd",0.363580960363343
"2002","az","wht","trd",3.90371950667843
"2002","az","trk","trn",0.792136121839063
"2002","az","otr","trn",0.009221308911699
"2002","az","air","trn",0.00868240807115718
"2002","az","pip","trn",0.097937802512869
"2002","az","trn","trn",0.169162163807706
"2002","az","wtt","trn",0.015021380789701
"2002","az","mvt","trd",0.622763998209725
"2002","az","ott","trd",2.64006945003745
"2002","az","fbt","trd",0.730178035272468
"2002","az","gmt","trd",0.620484628791489
"2002","ca","wht","trd",55.1852432042792
"2002","ca","trk","trn",12.4611620700902
"2002","ca","otr","trn",0.145061210667015
"2002","ca","air","trn",0.136583714781448
"2002","ca","pip","trn",0.32989161657085
"2002","ca","trn","trn",1.31295589938129
"2002","ca","wtt","trn",0.672795738826455
"2002","ca","mvt","trd",8.80375309785392
"2002","ca","ott","trd",37.3215530540182
"2002","ca","fbt","trd",10.3222202286813
"2002","ca","gmt","trd",8.77153060966477
"2002","co","wht","trd",3.97524412617597
"2002","co","trk","trn",0.869767237028107
"2002","co","otr","trn",0.0101250178508342
"2002","co","air","trn",0.00953330352019368
"2002","co","pip","trn",0.117140119605754
"2002","co","trn","trn",0.185740434968596
"2002","co","wtt","trn",0.00430962560336083
"2002","co","mvt","trd",0.634174387181708
"2002","co","ott","trd",2.68844125609011
"2002","co","fbt","trd",0.743556482686269
"2002","co","gmt","trd",0.631853254765374
"2002","ct","wht","trd",6.23705011827913
"2002","ct","trk","trn",0.989995985403129
"2002","ct","otr","trn",0.0153867207359701
"2002","ct","air","trn",0.0144875081819609
"2002","ct","pip","trn",0.0652294401826093
"2002","ct","trn","trn",0.022695178989447
"2002","ct","wtt","trn",0.0713638063412858
"2002","ct","mvt","trd",0.9950023975977
"2002","ct","ott","trd",4.21809134786734
"2002","ct","fbt","trd",1.1666199360558
"2002","ct","gmt","trd",0.991360603848102
"2002","dc","wht","trd",0.242518177816615
"2002","dc","trk","trn",0.0310126508159755
"2002","dc","otr","trn",0.000607351370429713
"2002","dc","air","trn",0.000571857259218065
"2002","dc","pip","trn",0.00702667523386082
"2002","dc","trn","trn",0.0111416798848501
"2002","dc","wtt","trn",0.00281690337559298
"2002","dc","mvt","trd",0.0386891501290576
"2002","dc","ott","trd",0.164014046408058
"2002","dc","fbt","trd",0.045362236270574
"2002","dc","gmt","trd",0.0385475445354857
"2002","de","wht","trd",0.629926977540468
"2002","de","trk","trn",0.142936527693346
"2002","de","otr","trn",0.0016639335592548
"2002","de","air","trn",0.00156669192010414
"2002","de","pip","trn",0.00582875355939973
"2002","de","trn","trn",0.0305243652513035
"2002","de","wtt","trn",0.00402566699801276
"2002","de","mvt","trd",0.100492835728114
"2002","de","ott","trd",0.426017024613038
"2002","de","fbt","trd",0.117825792052613
"2002","de","gmt","trd",0.100125023367141
"2002","fl","wht","trd",13.7525165950976
"2002","fl","trk","trn",2.9427173513682
"2002","fl","otr","trn",0.0342563670417949
"2002","fl","air","trn",0.0322543969126615
"2002","fl","pip","trn",0.0853713298878379
"2002","fl","trn","trn",0.628422844139739
"2002","fl","wtt","trn",0.158881465744139
"2002","fl","mvt","trd",2.1939517441139
"2002","fl","ott","trd",9.30077042208995
"2002","fl","fbt","trd",2.57236349340188
"2002","fl","gmt","trd",2.18592169336435
"2002","ga","wht","trd",7.82579187683567
"2002","ga","trk","trn",1.71597587887827
"2002","ga","otr","trn",0.0199757885392525
"2002","ga","air","trn",0.0188083871066173
"2002","ga","pip","trn",0.0975488053606549
"2002","ga","trn","trn",0.366449887475088
"2002","ga","wtt","trn",0.0471177989376273
"2002","ga","mvt","trd",1.24845584577418
"2002","ga","ott","trd",5.29255086617755
"2002","ga","fbt","trd",1.46378891395842
"2002","ga","gmt","trd",1.24388639075903
"2002","hi","wht","trd",1.83711618999084
"2002","hi","trk","trn",0.23658721399262
"2002","hi","otr","trn",0.00529830047183674
"2002","hi","air","trn",0.00498866345554576
"2002","hi","pip","trn",0.00151858291036256
"2002","hi","trn","trn",0.000526105502383469
"2002","hi","wtt","trn",0.0245735849306855
"2002","hi","mvt","trd",0.298535058711336
"2002","hi","ott","trd",1.26557297874421
"2002","hi","fbt","trd",0.350026243097606
"2002","hi","gmt","trd",0.297442394901203
"2002","ia","wht","trd",3.12527524214595
"2002","ia","trk","trn",0.719710743617565
"2002","ia","otr","trn",0.00837820030042075
"2002","ia","air","trn",0.00788857141721564
"2002","ia","pip","trn",0.0816934278643976
"2002","ia","trn","trn",0.15369558760096
"2002","ia","wtt","trn",0.0388581994817127
"2002","ia","mvt","trd",0.498578061762623
"2002","ia","ott","trd",2.11361079494373
"2002","ia","fbt","trd",0.5845725678015
"2002","ia","gmt","trd",0.496753223477412
"2002","id","wht","trd",0.963507940855526
"2002","id","trk","trn",0.207884820640369
"2002","id","otr","trn",0.00242000092702179
"2002","id","air","trn",0.00227857409204943
"2002","id","pip","trn",0.0167800025857521
"2002","id","trn","trn",0.0443941957862721
"2002","id","wtt","trn",0.00226622758592997
"2002","id","mvt","trd",0.153709316595998
"2002","id","ott","trd",0.651616458398047
"2002","id","fbt","trd",0.180221026131544
"2002","id","gmt","trd",0.153146727370298
"2002","il","wht","trd",14.3558082000287
"2002","il","trk","trn",3.38632737916304
"2002","il","otr","trn",0.0394204606739934
"2002","il","air","trn",0.0371166966861273
"2002","il","pip","trn",0.45607005797872
"2002","il","trn","trn",0.723156602795195
"2002","il","wtt","trn",0.18283259764679
"2002","il","mvt","trd",2.29019541411388
"2002","il","ott","trd",9.70877405373352
"2002","il","fbt","trd",2.6852072256504
"2002","il","gmt","trd",2.2818131033128
"2002","in","wht","trd",6.42307265609302
"2002","in","trk","trn",1.53674086663906
"2002","in","otr","trn",0.017889301924032
"2002","in","air","trn",0.0168438364770024
"2002","in","pip","trn",0.139676113913092
"2002","in","trn","trn",0.328173912343323
"2002","in","wtt","trn",0.0829708096997526
"2002","in","mvt","trd",1.02467874581071
"2002","in","ott","trd",4.34389762525502
"2002","in","fbt","trd",1.20141484663915
"2002","in","gmt","trd",1.02092833409225
"2002","ks","wht","trd",2.55827010483175
"2002","ks","trk","trn",0.58323967825112
"2002","ks","otr","trn",0.00678953161513091
"2002","ks","air","trn",0.00639274583023682
"2002","ks","pip","trn",0.0785506314339938
"2002","ks","trn","trn",0.124551934031756
"2002","ks","wtt","trn",0.00336044406613274
"2002","ks","mvt","trd",0.408123205640111
"2002","ks","ott","trd",1.73014755213733
"2002","ks","fbt","trd",0.478516101284072
"2002","ks","gmt","trd",0.40662943985326
"2002","ky","wht","trd",3.13327779418743
"2002","ky","trk","trn",0.750890259417274
"2002","ky","otr","trn",0.00874116310312542
"2002","ky","air","trn",0.00823032237664123
"2002","ky","pip","trn",0.101129786285676
"2002","ky","trn","trn",0.160354032044713
"2002","ky","wtt","trn",0.0405416255739763
"2002","ky","mvt","trd",0.499854716321618
"2002","ky","ott","trd",2.11902288798241
"2002","ky","fbt","trd",0.586069419129271
"2002","ky","gmt","trd",0.498025205371692
