"yr","r","g","m","Val"
"2000","mn","wht","trd",5.9537843365597
"2000","mn","trk","trn",1.43592872951373
"2000","mn","otr","trn",0.013409736167742
"2000","mn","air","trn",0.0256922056900432
"2000","mn","pip","trn",0.130327236256393
"2000","mn","trn","trn",0.309269088244864
"2000","mn","wtt","trn",0.0618652970997547
"2000","mn","mvt","trd",0.890232597262315
"2000","mn","ott","trd",3.9574468264624
"2000","mn","fbt","trd",1.0457800071497
"2000","mn","gmt","trd",0.933280878559542
"2000","mo","wht","trd",4.43574707544829
"2000","mo","trk","trn",0.999709953556681
"2000","mo","otr","trn",0.00933601121415029
"2000","mo","air","trn",0.0178872065369566
"2000","mo","pip","trn",0.104266335957849
"2000","mo","trn","trn",0.215316665438188
"2000","mo","wtt","trn",0.0623010234652056
"2000","mo","mvt","trd",0.663249862029237
"2000","mo","ott","trd",2.94841603162034
"2000","mo","fbt","trd",0.779137326119045
"2000","mo","gmt","trd",0.695322116762196
"2000","ms","wht","trd",1.60544663842741
"2000","ms","trk","trn",0.366972958781209
"2000","ms","otr","trn",0.00342705766435788
"2000","ms","air","trn",0.00656602555955786
"2000","ms","pip","trn",0.0521560490421044
"2000","ms","trn","trn",0.079038318573944
"2000","ms","wtt","trn",0.0228694241112483
"2000","ms","mvt","trd",0.240052519523933
"2000","ms","ott","trd",1.06713131432815
"2000","ms","fbt","trd",0.281996105687501
"2000","ms","gmt","trd",0.25166055142296
"2000","mt","wht","trd",0.635156517219457
"2000","mt","trk","trn",0.172727227540217
"2000","mt","otr","trn",0.00161305119306599
"2000","mt","air","trn",0.00309050398325616
"2000","mt","pip","trn",0.0245488653453218
"2000","mt","trn","trn",0.0372018409259881
"2000","mt","wtt","trn",0.0020626531639205
"2000","mt","mvt","trd",0.0949710308652349
"2000","mt","ott","trd",0.422184950157179
"2000","mt","fbt","trd",0.111565006317101
"2000","mt","gmt","trd",0.0995634707111211
"2000","nc","wht","trd",8.74973733358899
"2000","nc","trk","trn",1.93801746546156
"2000","nc","otr","trn",0.0180986022259729
"2000","nc","air","trn",0.0346757762625144
"2000","nc","pip","trn",0.0698942863636992
"2000","nc","trn","trn",0.383606828663503
"2000","nc","wtt","trn",0.120775502096522
"2000","nc","mvt","trd",1.30829417921861
"2000","nc","ott","trd",5.81590099435811
"2000","nc","fbt","trd",1.53688811250527
"2000","nc","gmt","trd",1.37155833739449
"2000","nd","wht","trd",0.534194651859264
"2000","nd","trk","trn",0.123242815603708
"2000","nd","otr","trn",0.0011509301317309
"2000","nd","air","trn",0.00220510928100368
"2000","nd","pip","trn",0.0175158909693571
"2000","nd","trn","trn",0.026543931067802
"2000","nd","wtt","trn",0.00146469558391623
"2000","nd","mvt","trd",0.0798748267464294
"2000","nd","ott","trd",0.355076168401356
"2000","nd","fbt","trd",0.093831092169442
"2000","nd","gmt","trd",0.0837372712591575
"2000","ne","wht","trd",1.62038792631515
"2000","ne","trk","trn",0.363192035600742
"2000","ne","otr","trn",0.00339174868190041
"2000","ne","air","trn",0.00649837578415172
"2000","ne","pip","trn",0.0516186851570927
"2000","ne","trn","trn",0.0782239866083575
"2000","ne","wtt","trn",0.0035060902135696
"2000","ne","mvt","trd",0.242286598014327
"2000","ne","ott","trd",1.07706270401109
"2000","ne","fbt","trd",0.284620537354957
"2000","ne","gmt","trd",0.254002661499245
"2000","nh","wht","trd",0.829527341653695
"2000","nh","trk","trn",0.167813670756825
"2000","nh","otr","trn",0.00156716486266795
"2000","nh","air","trn",0.00300258867871918
"2000","nh","pip","trn",0.022220223547239
"2000","nh","trn","trn",0.0361435633142898
"2000","nh","wtt","trn",0.00486352507006456
"2000","nh","mvt","trd",0.124034099677716
"2000","nh","ott","trd",0.551382139512988
"2000","nh","fbt","trd",0.145706169428828
"2000","nh","gmt","trd",0.130031919606794
"2000","nj","wht","trd",8.36290942877077
"2000","nj","trk","trn",2.02434962743484
"2000","nj","otr","trn",0.0189048341029858
"2000","nj","air","trn",0.0362204655061337
"2000","nj","pip","trn",0.180869791123394
"2000","nj","trn","trn",0.0844136887736391
"2000","nj","wtt","trn",0.12615564463663
"2000","nj","mvt","trd",1.25045419192091
"2000","nj","ott","trd",5.55877867050946
"2000","nj","fbt","trd",1.46894193471338
"2000","nj","gmt","trd",1.31092142707793
"2000","nm","wht","trd",1.01046658248221
"2000","nm","trk","trn",0.238385965703951
"2000","nm","otr","trn",0.00222621975623048
"2000","nm","air","trn",0.00426529613803298
"2000","nm","pip","trn",0.0338806165977408
"2000","nm","trn","trn",0.0513433631825162
"2000","nm","wtt","trn",0.0148559985726455
"2000","nm","mvt","trd",0.151088826756144
"2000","nm","ott","trd",0.671651431096547
"2000","nm","fbt","trd",0.177488079869449
"2000","nm","gmt","trd",0.15839491095826
"2000","nv","wht","trd",0.948143161468773
"2000","nv","trk","trn",0.20176693141497
"2000","nv","otr","trn",0.00188424485285276
"2000","nv","air","trn",0.00361009386943441
"2000","nv","pip","trn",0.0266459633809492
"2000","nv","trn","trn",0.043456387238525
"2000","nv","wtt","trn",0.00509900847917041
"2000","nv","mvt","trd",0.141769990563444
"2000","nv","ott","trd",0.630225405100041
"2000","nv","fbt","trd",0.166540994118827
"2000","nv","gmt","trd",0.148625451093701
"2000","ny","wht","trd",16.8386740241921
"2000","ny","trk","trn",3.45910942214008
"2000","ny","otr","trn",0.0323036539159973
"2000","ny","air","trn",0.0618917561514949
"2000","ny","pip","trn",0.271247489581444
"2000","ny","trn","trn",0.557138154573544
"2000","ny","wtt","trn",0.215568582178015
"2000","ny","mvt","trd",2.51778291984152
"2000","ny","ott","trd",11.1925715329789
"2000","ny","fbt","trd",2.95770683752822
"2000","ny","gmt","trd",2.63953337889234
"2000","oh","wht","trd",11.4237924076251
"2000","oh","trk","trn",2.74801905875047
"2000","oh","otr","trn",0.0256629802053266
"2000","oh","air","trn",0.04916864566216
"2000","oh","pip","trn",0.351954271501618
"2000","oh","trn","trn",0.591865968909944
"2000","oh","wtt","trn",0.171254071496387
"2000","oh","mvt","trd",1.70812911767342
"2000","oh","ott","trd",7.59333030121886
"2000","oh","fbt","trd",2.00658489296676
"2000","oh","gmt","trd",1.79072778118644
"2000","ok","wht","trd",2.56970055906278
"2000","ok","trk","trn",0.628539900913018
"2000","ok","otr","trn",0.00586975806591501
"2000","ok","air","trn",0.0112460849112792
"2000","ok","pip","trn",0.0893312630059034
"2000","ok","trn","trn",0.135374380416997
"2000","ok","wtt","trn",0.00433457110667775
"2000","ok","mvt","trd",0.384231452394656
"2000","ok","ott","trd",1.70806545006599
"2000","ok","fbt","trd",0.451366948669509
"2000","ok","gmt","trd",0.402811432162632
"2000","or","wht","trd",2.48159127655479
"2000","or","trk","trn",0.516888127367917
"2000","or","otr","trn",0.00482707342904776
"2000","or","air","trn",0.00924836714672811
"2000","or","pip","trn",0.0734627494347766
"2000","or","trn","trn",0.111326917966051
"2000","or","wtt","trn",0.0322120023287425
"2000","or","mvt","trd",0.371057015603528
"2000","or","ott","trd",1.64949970755126
"2000","or","fbt","trd",0.435890585925673
"2000","or","gmt","trd",0.388999929437657
"2000","pa","wht","trd",9.95344032866932
"2000","pa","trk","trn",2.32561958104868
"2000","pa","otr","trn",0.0217183098070324
"2000","pa","air","trn",0.0416109068681486
"2000","pa","pip","trn",0.330528792435547
"2000","pa","trn","trn",0.500889934613186
"2000","pa","wtt","trn",0.144930516670944
"2000","pa","mvt","trd",1.48827645319227
"2000","pa","ott","trd",6.61599557766922
"2000","pa","fbt","trd",1.74831809646882
"2000","pa","gmt","trd",1.56024387339468
"2000","ri","wht","trd",0.927064343790647
"2000","ri","trk","trn",0.194033592190376
"2000","ri","otr","trn",0.00181202536412328
"2000","ri","air","trn",0.00347172590036645
"2000","ri","pip","trn",0.0148432571959377
"2000","ri","trn","trn",0.0243958490856238
"2000","ri","wtt","trn",0.0120919986212835
"2000","ri","mvt","trd",0.138618205153014
"2000","ri","ott","trd",0.616214434025117
"2000","ri","fbt","trd",0.162838507623511
"2000","ri","gmt","trd",0.145321257261748
"2000","sc","wht","trd",2.61285184007583
"2000","sc","trk","trn",0.546075852459209
"2000","sc","otr","trn",0.00509964941751158
"2000","sc","air","trn",0.00977060548715316
"2000","sc","pip","trn",0.0755765742398566
"2000","sc","trn","trn",0.117613344960226
"2000","sc","wtt","trn",0.0264350536465574
"2000","sc","mvt","trd",0.390683596913152
"2000","sc","ott","trd",1.73674786287262
"2000","sc","fbt","trd",0.458946455150662
"2000","sc","gmt","trd",0.409575577986245
"2000","sd","wht","trd",0.841200176570276
"2000","sd","trk","trn",0.182102617935282
"2000","sd","otr","trn",0.0017006053376996
"2000","sd","air","trn",0.00325825218238583
"2000","sd","pip","trn",0.0182094618631607
"2000","sd","trn","trn",0.0392211044032245
"2000","sd","wtt","trn",0.000324659806336399
"2000","sd","mvt","trd",0.1257794665835
"2000","sd","ott","trd",0.559141006963524
"2000","sd","fbt","trd",0.147756498545985
"2000","sd","gmt","trd",0.13186168585468
"2000","tn","wht","trd",3.99692054812754
"2000","tn","trk","trn",0.886063388137948
"2000","tn","otr","trn",0.008274697774763
"2000","tn","air","trn",0.0158537971659401
"2000","tn","pip","trn",0.124301118535944
"2000","tn","trn","trn",0.190839566438216
"2000","tn","wtt","trn",0.0552186719154358
"2000","tn","mvt","trd",0.59763484188726
"2000","tn","ott","trd",2.65673051703946
"2000","tn","fbt","trd",0.702057609599762
"2000","tn","gmt","trd",0.626534202420342
"2000","tx","wht","trd",33.0260887306589
"2000","tx","trk","trn",8.84501260612361
"2000","tx","otr","trn",0.0826010950338995
"2000","tx","air","trn",0.158258469613955
"2000","tx","pip","trn",1.25709783302604
"2000","tx","trn","trn",1.90503116762386
"2000","tx","wtt","trn",0.551213215356771
"2000","tx","mvt","trd",4.93818705651993
"2000","tx","ott","trd",21.9522546752397
"2000","tx","fbt","trd",5.80102021781199
"2000","tx","gmt","trd",5.17697910498134
"2000","ut","wht","trd",1.35698872707837
"2000","ut","trk","trn",0.34236350944686
"2000","ut","otr","trn",0.00319723691070613
"2000","ut","air","trn",0.00612570354271868
"2000","ut","pip","trn",0.0486584298969652
"2000","ut","trn","trn",0.0737379566538786
"2000","ut","wtt","trn",0.00275019906947412
"2000","ut","mvt","trd",0.202902142683371
"2000","ut","ott","trd",0.90198274373919
"2000","ut","fbt","trd",0.238354565850144
"2000","ut","gmt","trd",0.212713722871408
"2000","va","wht","trd",6.52240154391956
"2000","va","trk","trn",1.44347857906003
"2000","va","otr","trn",0.0134802420977657
"2000","va","air","trn",0.0258272905890954
"2000","va","pip","trn",0.143635122075819
"2000","va","trn","trn",0.310895168312475
"2000","va","wtt","trn",0.0899562843258637
"2000","va","mvt","trd",0.975254416115853
"2000","va","ott","trd",4.33540347311488
"2000","va","fbt","trd",1.14565740840637
"2000","va","gmt","trd",1.02241403099676
"2000","vt","wht","trd",0.340023666746295
"2000","vt","trk","trn",0.0743332924140966
"2000","vt","otr","trn",0.000694177795363295
"2000","vt","air","trn",0.00133000071596021
"2000","vt","pip","trn",0.00637779845634349
"2000","vt","trn","trn",0.0160098402508679
"2000","vt","wtt","trn",0.00463238380138231
"2000","vt","mvt","trd",0.0508416386733148
"2000","vt","ott","trd",0.226011811113867
"2000","vt","fbt","trd",0.0597250307602642
"2000","vt","gmt","trd",0.0533001480223899
"2000","wa","wht","trd",7.29451500031695
"2000","wa","trk","trn",1.67640458740502
"2000","wa","otr","trn",0.0156554728416825
"2000","wa","air","trn",0.0299948950070297
"2000","wa","pip","trn",0.0882200499682866
"2000","wa","trn","trn",0.361062570599749
"2000","wa","wtt","trn",0.104472023275876
"2000","wa","mvt","trd",1.09070377215803
"2000","wa","ott","trd",4.84862292732413
"2000","wa","fbt","trd",1.28127885021664
"2000","wa","gmt","trd",1.14344608123568
"2000","wi","wht","trd",5.56752724182059
"2000","wi","trk","trn",1.23238385237658
"2000","wi","otr","trn",0.011508887577834
"2000","wi","air","trn",0.0220503001113916
"2000","wi","pip","trn",0.110449360153358
"2000","wi","trn","trn",0.265429768593925
"2000","wi","wtt","trn",0.0160310411252521
"2000","wi","mvt","trd",0.832477959670035
"2000","wi","ott","trd",3.70070391684986
"2000","wi","fbt","trd",0.977934091936167
"2000","wi","gmt","trd",0.872733445137343
"2000","wv","wht","trd",0.539770958547931
"2000","wv","trk","trn",0.145114417594238
"2000","wv","otr","trn",0.00135518289597372
"2000","wv","air","trn",0.00259644464853389
"2000","wv","pip","trn",0.0206243934318711
"2000","wv","trn","trn",0.0312546177941245
"2000","wv","wtt","trn",0.00904339974160882
"2000","wv","mvt","trd",0.0807086174425586
"2000","wv","ott","trd",0.358782707966946
"2000","wv","fbt","trd",0.0948105683679556
"2000","wv","gmt","trd",0.084611380919724
"2000","wy","wht","trd",0.252723215721415
"2000","wy","trk","trn",0.0805692201243703
"2000","wy","otr","trn",0.000752413377420491
"2000","wy","air","trn",0.00144157640499518
"2000","wy","pip","trn",0.0114509042029882
"2000","wy","trn","trn",0.0173529289694636
"2000","wy","wtt","trn",0.00502100119708083
"2000","wy","mvt","trd",0.0377881414579692
"2000","wy","ott","trd",0.16798369431836
"2000","wy","fbt","trd",0.0443907389659925
"2000","wy","gmt","trd",0.039615433053654
"2001","ak","wht","trd",0.795809662920042
"2001","ak","trk","trn",0.267922957759331
"2001","ak","otr","trn",0.00258259646838456
"2001","ak","air","trn",0.00337663184566428
"2001","ak","pip","trn",0.0375276614387482
"2001","ak","trn","trn",0.000301084999055797
"2001","ak","wtt","trn",0.0160162384824876
"2001","ak","mvt","trd",0.114924345254256
"2001","ak","ott","trd",0.610060636189065
"2001","ak","fbt","trd",0.175209074573257
"2001","ak","gmt","trd",0.145517375051284
"2001","al","wht","trd",3.19636401539175
"2001","al","trk","trn",0.778617758294117
"2001","al","otr","trn",0.00750534963337554
"2001","al","air","trn",0.00981291614665328
"2001","al","pip","trn",0.107625821632514
"2001","al","trn","trn",0.167796291171539
"2001","al","wtt","trn",0.0465452001867659
"2001","al","mvt","trd",0.407401683476609
"2001","al","ott","trd",2.16263777406235
"2001","al","fbt","trd",0.621108362928701
"2001","al","gmt","trd",0.515852611035824
"2001","ar","wht","trd",2.11681302267323
"2001","ar","trk","trn",0.5582665646158
"2001","ar","otr","trn",0.00538131286042706
"2001","ar","air","trn",0.00703583103223506
"2001","ar","pip","trn",0.0781957574844858
"2001","ar","trn","trn",0.120309430435855
"2001","ar","wtt","trn",0.00697004645941759
"2001","ar","mvt","trd",0.269804435567889
"2001","ar","ott","trd",1.43222104285239
"2001","ar","fbt","trd",0.411333084970169
"2001","ar","gmt","trd",0.34162677328439
"2001","az","wht","trd",3.61669068953153
"2001","az","trk","trn",0.77121270688922
"2001","az","otr","trn",0.00743396993614306
"2001","az","air","trn",0.00971959031671444
"2001","az","pip","trn",0.0716355984487977
"2001","az","trn","trn",0.166200462989558
"2001","az","wtt","trn",0.0128649486512056
"2001","az","mvt","trd",0.460975617430963
"2001","az","ott","trd",2.44702789313622
"2001","az","fbt","trd",0.70278504656457
"2001","az","gmt","trd",0.583688005033162
"2001","ca","wht","trd",53.4513280906339
"2001","ca","trk","trn",12.3026627876173
"2001","ca","otr","trn",0.118589365139688
"2001","ca","air","trn",0.155050404424294
"2001","ca","pip","trn",0.782487687016498
"2001","ca","trn","trn",1.53394701765459
"2001","ca","wtt","trn",0.735444184492405
"2001","ca","mvt","trd",6.81279132893627
"2001","ca","ott","trd",36.164798704392
"2001","ca","fbt","trd",10.3865100241625
"2001","ca","gmt","trd",8.62636640448683
"2001","co","wht","trd",3.87434288789022
"2001","co","trk","trn",0.869852514121881
"2001","co","otr","trn",0.00838479109731447
"2001","co","air","trn",0.010962747368792
"2001","co","pip","trn",0.121839244104392
"2001","co","trn","trn",0.187457869000666
"2001","co","wtt","trn",0.00983595504218157
"2001","co","mvt","trd",0.493815412541069
"2001","co","ott","trd",2.62135358759953
"2001","co","fbt","trd",0.752851288818875
"2001","co","gmt","trd",0.625269801919384
"2001","ct","wht","trd",5.83625950249034
"2001","ct","trk","trn",1.00396039353739
"2001","ct","otr","trn",0.0121887981309655
"2001","ct","air","trn",0.0159363200690565
"2001","ct","pip","trn",0.0487883380596321
"2001","ct","trn","trn",0.0517811978780668
"2001","ct","wtt","trn",0.0755900893036356
"2001","ct","mvt","trd",0.743877085047684
"2001","ct","ott","trd",3.94877279262857
"2001","ct","fbt","trd",1.1340853443986
"2001","ct","gmt","trd",0.941898259567692
"2001","dc","wht","trd",0.226707425160627
"2001","dc","trk","trn",0.0283925091392912
"2001","dc","otr","trn",0.000473998438387009
"2001","dc","air","trn",0.000619732211921537
"2001","dc","pip","trn",0.00688766252724323
"2001","dc","trn","trn",0.0105971318949295
"2001","dc","wtt","trn",0.00293955022492606
"2001","dc","mvt","trd",0.0288956408664133
"2001","dc","ott","trd",0.153388675054488
"2001","dc","fbt","trd",0.0440531419535582
"2001","dc","gmt","trd",0.0365877029797512
"2001","de","wht","trd",0.628116222643019
"2001","de","trk","trn",0.143651573061125
"2001","de","otr","trn",0.00138470420141749
"2001","de","air","trn",0.00181044013672647
"2001","de","pip","trn",0.00630135831717276
"2001","de","trn","trn",0.0309576822822849
"2001","de","wtt","trn",0.0066198394524539
"2001","de","mvt","trd",0.0800583429457649
"2001","de","ott","trd",0.424979089693157
"2001","de","fbt","trd",0.122053757612132
"2001","de","gmt","trd",0.10136999162927
"2001","fl","wht","trd",13.0642402011867
"2001","fl","trk","trn",2.87722346448037
"2001","fl","otr","trn",0.0277344921102096
"2001","fl","air","trn",0.0362616345329539
"2001","fl","pip","trn",0.10978790458292
"2001","fl","trn","trn",0.62005704476774
"2001","fl","wtt","trn",0.171998314589829
"2001","fl","mvt","trd",1.66513996080448
"2001","fl","ott","trd",8.83917451593744
"2001","fl","fbt","trd",2.53860599268194
"2001","fl","gmt","trd",2.1084026683223
"2001","ga","wht","trd",7.51425872539886
"2001","ga","trk","trn",1.73015026761534
"2001","ga","otr","trn",0.0166774807515067
"2001","ga","air","trn",0.0218050761318571
"2001","ga","pip","trn",0.111244263666645
"2001","ga","trn","trn",0.372856635984453
"2001","ga","wtt","trn",0.0505009237941163
"2001","ga","mvt","trd",0.957751257386465
"2001","ga","ott","trd",5.08409545513967
"2001","ga","fbt","trd",1.4601493800709
"2001","ga","gmt","trd",1.21270605126014
"2001","hi","wht","trd",1.69450857335905
"2001","hi","trk","trn",0.220964169588571
"2001","hi","otr","trn",0.00412114765557763
"2001","hi","air","trn",0.00538822018261817
"2001","hi","pip","trn",0.00608532503886858
"2001","hi","trn","trn",0.000538637090443983
"2001","hi","wtt","trn",0.0255577224244263
"2001","hi","mvt","trd",0.22834374907863
"2001","hi","ott","trd",1.21213249050507
"2001","hi","fbt","trd",0.348123775446728
"2001","hi","gmt","trd",0.289129191049804
"2001","ia","wht","trd",2.8960791896527
"2001","ia","trk","trn",0.688828971849623
"2001","ia","otr","trn",0.00663984633828135
"2001","ia","air","trn",0.00868130847022427
"2001","ia","pip","trn",0.0533322310025532
"2001","ia","trn","trn",0.148446327477944
"2001","ia","wtt","trn",0.0411776921957562
"2001","ia","mvt","trd",0.369128025363995
"2001","ia","ott","trd",1.9594671389301
"2001","ia","fbt","trd",0.56275786979682
"2001","ia","gmt","trd",0.46739044882088
"2001","id","wht","trd",0.939956264562145
"2001","id","trk","trn",0.207562674169503
"2001","id","otr","trn",0.00200076407696325
"2001","id","air","trn",0.00261591145989643
"2001","id","pip","trn",0.0155119043963543
"2001","id","trn","trn",0.0447308663850601
"2001","id","wtt","trn",0.00542169353761707
"2001","id","mvt","trd",0.119804804062678
"2001","id","ott","trd",0.635967904131062
"2001","id","fbt","trd",0.182649627481562
"2001","id","gmt","trd",0.151697019175219
"2001","il","wht","trd",13.8389258250622
"2001","il","trk","trn",3.44869234293097
"2001","il","otr","trn",0.0332430663646188
"2001","il","air","trn",0.0434638542677618
"2001","il","pip","trn",0.48305438150684
"2001","il","trn","trn",0.743211644444555
"2001","il","wtt","trn",0.206160306227762
"2001","il","mvt","trd",1.76387972442721
"2001","il","ott","trd",9.36332144824824
"2001","il","fbt","trd",2.68914069940267
"2001","il","gmt","trd",2.23342710229908
"2001","in","wht","trd",5.81421575250593
"2001","in","trk","trn",1.42414831441042
"2001","in","otr","trn",0.0137278284698396
"2001","in","air","trn",0.0179485348758615
"2001","in","pip","trn",0.107157425924252
"2001","in","trn","trn",0.30691157848727
"2001","in","wtt","trn",0.0851345447541651
"2001","in","mvt","trd",0.74106743608075
"2001","in","ott","trd",3.93385814393126
"2001","in","fbt","trd",1.12980186560842
"2001","in","gmt","trd",0.938340677911871
"2001","ks","wht","trd",2.47278174590976
"2001","ks","trk","trn",0.585940480471044
"2001","ks","otr","trn",0.00564807072974831
"2001","ks","air","trn",0.00738460527074204
"2001","ks","pip","trn",0.0820720111418259
"2001","ks","trn","trn",0.126273307310276
"2001","ks","wtt","trn",0.00354764265043656
"2001","ks","mvt","trd",0.315175443504796
"2001","ks","ott","trd",1.67306701770038
"2001","ks","fbt","trd",0.48050391466247
"2001","ks","gmt","trd",0.399075610289317
"2001","ky","wht","trd",2.9791256987203
"2001","ky","trk","trn",0.718848161521417
"2001","ky","otr","trn",0.00692921106416565
"2001","ky","air","trn",0.00905964018421597
"2001","ky","pip","trn",0.100688237607749
"2001","ky","trn","trn",0.154915623402992
"2001","ky","wtt","trn",0.0429722174012683
"2001","ky","mvt","trd",0.379712954814481
"2001","ky","ott","trd",2.01565583228567
"2001","ky","fbt","trd",0.578895231200446
"2001","ky","gmt","trd",0.480793102064892
"2001","la","wht","trd",4.22943943114957
"2001","la","trk","trn",1.49804587699188
"2001","la","otr","trn",0.0144401510932578
"2001","la","air","trn",0.0188798655285847
"2001","la","pip","trn",0.209829568028147
"2001","la","trn","trn",0.322836898447802
"2001","la","wtt","trn",0.0895520870039128
"2001","la","mvt","trd",0.539075254293746
"2001","la","ott","trd",2.86160945151042
"2001","la","fbt","trd",0.821852638979058
"2001","la","gmt","trd",0.682577880138279
"2001","ma","wht","trd",6.61071893320854
"2001","ma","trk","trn",1.35530926762374
"2001","ma","otr","trn",0.0130642665242525
"2001","ma","air","trn",0.0170809566752138
"2001","ma","pip","trn",0.044458261171846
"2001","ma","trn","trn",0.292076395734831
"2001","ma","wtt","trn",0.0810193968793313
"2001","ma","mvt","trd",0.84258801857703
"2001","ma","ott","trd",4.47276668421439
"2001","ma","fbt","trd",1.28457609790845
"2001","ma","gmt","trd",1.0668861888378
"2001","md","wht","trd",3.54675850459828
"2001","md","trk","trn",0.796619013116975
"2001","md","otr","trn",0.0076788695792615
"2001","md","air","trn",0.0100397858811662
"2001","md","pip","trn",0.0315107460935132
"2001","md","trn","trn",0.171675657861463
"2001","md","wtt","trn",0.0476213020357381
"2001","md","mvt","trd",0.452062211531694
"2001","md","ott","trd",2.39971226073919
"2001","md","fbt","trd",0.689196023321047
"2001","md","gmt","trd",0.572401837369046
"2001","me","wht","trd",0.973859629807728
"2001","me","trk","trn",0.224569544458348
"2001","me","otr","trn",0.00216469882713759
"2001","me","air","trn",0.00283024897054746
"2001","me","pip","trn",0.0144671630783024
"2001","me","trn","trn",0.0483959378896657
"2001","me","wtt","trn",0.0134246031397555
"2001","me","mvt","trd",0.124126054086161
"2001","me","ott","trd",0.658906686445862
"2001","me","fbt","trd",0.189237632972819
"2001","me","gmt","trd",0.15716859231289
"2001","mi","wht","trd",13.9211563119293
"2001","mi","trk","trn",2.92590705554945
"2001","mi","otr","trn",0.0282037690673422
"2001","mi","air","trn",0.0368751936147882
"2001","mi","pip","trn",0.409828445834557
"2001","mi","trn","trn",0.630548619016189
"2001","mi","wtt","trn",0.0812452584892779
"2001","mi","mvt","trd",1.77436064544292
"2001","mi","ott","trd",9.41895802662982
"2001","mi","fbt","trd",2.7051194936936
"2001","mi","gmt","trd",2.24669805990994
"2001","mn","wht","trd",5.82649667604402
"2001","mn","trk","trn",1.38812351451936
"2001","mn","otr","trn",0.0133805737151482
"2001","mn","air","trn",0.0174945144829727
"2001","mn","pip","trn",0.0760070871444701
"2001","mn","trn","trn",0.299148041440338
"2001","mn","wtt","trn",0.0799006283797473
"2001","mn","mvt","trd",0.742632736184235
"2001","mn","ott","trd",3.94216733181348
"2001","mn","fbt","trd",1.13218825973539
"2001","mn","gmt","trd",0.940322663205959
"2001","mo","wht","trd",4.33824667418016
"2001","mo","trk","trn",0.997452452405223
"2001","mo","otr","trn",0.00961476837411306
"2001","mo","air","trn",0.0125708888237671
"2001","mo","pip","trn",0.0584391119857673
"2001","mo","trn","trn",0.214956338139838
"2001","mo","wtt","trn",0.059626978166666
"2001","mo","mvt","trd",0.552943591495533
"2001","mo","ott","trd",2.93522767920176
"2001","mo","fbt","trd",0.842995752926057
"2001","mo","gmt","trd",0.700137989107926
"2001","ms","wht","trd",1.57769077715294
"2001","ms","trk","trn",0.381922964578834
"2001","ms","otr","trn",0.00368147958564371
"2001","ms","air","trn",0.00481337342485533
"2001","ms","pip","trn",0.0534955116585127
"2001","ms","trn","trn",0.082306441494441
"2001","ms","wtt","trn",0.0228310755218223
"2001","ms","mvt","trd",0.201089073560619
"2001","ms","ott","trd",1.06745466224458
"2001","ms","fbt","trd",0.30657238383566
"2001","ms","gmt","trd",0.254619280808583
"2001","mt","wht","trd",0.650027317425547
"2001","mt","trk","trn",0.17927165255786
"2001","mt","otr","trn",0.00172805772468846
"2001","mt","air","trn",0.00225935984028471
"2001","mt","pip","trn",0.025110374784678
"2001","mt","trn","trn",0.0386339999196868
"2001","mt","wtt","trn",0.00356178800308249
"2001","mt","mvt","trd",0.0828510839659467
"2001","mt","ott","trd",0.439803984798838
"2001","mt","fbt","trd",0.126311459220841
"2001","mt","gmt","trd",0.104906164418036
"2001","nc","wht","trd",8.55914472139729
"2001","nc","trk","trn",1.96519202593469
"2001","nc","otr","trn",0.0189431246516599
"2001","nc","air","trn",0.0247673063671434
"2001","nc","pip","trn",0.0523956212064058
"2001","nc","trn","trn",0.37239516687201
"2001","nc","wtt","trn",0.117477742163201
"2001","nc","mvt","trd",1.09093017936188
"2001","nc","ott","trd",5.79105808944964
"2001","nc","fbt","trd",1.66318865447663
"2001","nc","gmt","trd",1.38133739821406
"2001","nd","wht","trd",0.554029844575058
"2001","nd","trk","trn",0.134884932772807
"2001","nd","otr","trn",0.00130019970640313
"2001","nd","air","trn",0.00169995420814245
"2001","nd","pip","trn",0.0188931778471676
"2001","nd","trn","trn",0.0290684244137801
"2001","nd","wtt","trn",0.00121681790180904
"2001","nd","mvt","trd",0.0706154525233257
"2001","nd","ott","trd",0.374852758968088
"2001","nd","fbt","trd",0.107657503375905
"2001","nd","gmt","trd",0.0894133898828755
"2001","ne","wht","trd",1.6335971556881
"2001","ne","trk","trn",0.378674841443028
"2001","ne","otr","trn",0.00365016987105423
"2001","ne","air","trn",0.00477243734341338
"2001","ne","pip","trn",0.0530405507758346
"2001","ne","trn","trn",0.0816064535868303
"2001","ne","wtt","trn",0.00312475431224809
"2001","ne","mvt","trd",0.208214780339518
"2001","ne","ott","trd",1.10528053109086
"2001","ne","fbt","trd",0.31743595227844
"2001","ne","gmt","trd",0.263641861216211
"2001","nh","wht","trd",0.801330195769668
"2001","nh","trk","trn",0.169376985320801
"2001","nh","otr","trn",0.00163267981129135
"2001","nh","air","trn",0.00213465739308004
"2001","nh","pip","trn",0.0129075785064736
"2001","nh","trn","trn",0.0181702912134514
"2001","nh","wtt","trn",0.00559344161237302
"2001","nh","mvt","trd",0.102135823456013
"2001","nh","ott","trd",0.542174465274683
"2001","nh","fbt","trd",0.155712204136685
"2001","nh","gmt","trd",0.129324529934357
"2001","nj","wht","trd",8.33957804489156
"2001","nj","trk","trn",1.98456276536773
"2001","nj","otr","trn",0.0191298455048043
